name,links,number_links,leader,member,ally,enemy
Groot_(Earth-616),"['Robert_Drake_(Earth-616)', 'Antonio_Rodriguez_(Earth-616)', 'Richard_Rider_(Earth-616)', 'Groot_(Earth-616)', 'Rocket_Raccoon_(Earth-616)', 'Thanos_(Earth-616)', 'Taneleer_Tivan_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Major_Domo_(Mojoverse)', 'Mojo_(Mojoverse)', 'Peter_Quill_(Earth-616)', 'Maximus_Boltagon_(Earth-616)', ""J'son_(Earth-616)"", 'Ord_Zyonz_(Earth-616)', 'Eugene_Thompson_(Earth-616)']",15,['Guardians of the Galaxy'],['Guardians of the Galaxy'],[],[]
Monica_Chang_(Earth-616),"['Matthew_Murdock_(Earth-616)', 'Ultron_(Earth-616)', 'Medusalith_Amaquelin_(Earth-616)', 'Henry_Pym_(Earth-616)', 'Doombot_(Avenger)_(Earth-616)']",5,[],"['Avengers', 'Strategic Homeland Intervention, Enforcement and Logistics Division']",[],[]
Charles_Xavier_(Earth-616),"['Johann_Shmidt_(Clone)_(Earth-616)', 'Shiro_Yoshida_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'Danger_(Earth-616)', 'Onslaught_(Psychic_Entity)_(Earth-616)', 'Lorna_Dane_(Earth-616)', 'David_Haller_(Earth-616)', 'Roberto_Da_Costa_(Earth-616)', 'Petra_(Earth-616)', 'Ophelia_Sarkissian_(Earth-616)', 'Tyrone_Johnson_(Earth-616)', 'En_Sabah_Nur_(Earth-616)', ""D'ken_Neramani_(Earth-616)"", 'Sage_(Earth-616)', 'Katherine_Pryde_(Earth-616)', 'Robert_Reynolds_(Earth-616)', 'Void_(Dark_Sentry)_(Earth-616)', 'Ororo_Munroe_(Earth-616)', 'Remy_LeBeau_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'Cassandra_Nova_Xavier_(Earth-616)', 'Gabriel_Summers_(Earth-616)', 'Andreas_von_Strucker_(Earth-616)', 'Carol_Danvers_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Madelyne_Pryor_(Earth-616)', 'James_Howlett_(Earth-616)', 'Alison_Blaire_(Earth-616)', 'Sebastian_Shaw_(Earth-616)', 'Kevin_Sidney_(Earth-616)', 'Shadow_King_(Multiverse)', 'Robert_Drake_(Earth-616)', 'James_Madrox_(Earth-616)', 'Rogue_(Anna_Marie)_(Earth-616)', 'Elizabeth_Braddock_(Earth-616)', 'Raven_Darkholme_(Earth-616)', 'Kevin_MacTaggert_(Earth-616)', 'Henry_McCoy_(Earth-616)', 'Emma_Frost_(Earth-616)', 'Sean_Cassidy_(Earth-616)', 'Carter_Ryking_(Earth-616)', 'Hope_Summers_(Earth-616)', 'Luchino_Nefaria_(Earth-616)', 'John_Proudstar_(Earth-616)', 'Stephanie_Hunter_(Earth-616)', 'Piotr_Rasputin_(Earth-616)', 'Max_Eisenhardt_(Earth-616)', 'Dominus_(Earth-616)', 'James_Proudstar_(Earth-616)', ""Xi'an_Coy_Manh_(Earth-616)"", 'Lucas_Bishop_(Earth-1191)', 'Bennet_du_Paris_(Earth-616)', 'Sharon_Friedlander_(Earth-616)', 'Andrea_von_Strucker_(Earth-616)', 'Rahne_Sinclair_(Earth-616)', 'Phoenix_Force_(Earth-616)', 'Kurt_Wagner_(Earth-616)', 'Samuel_Guthrie_(Earth-616)', 'Magus_(Technarch)_(Earth-616)', 'Vanisher_(Earth-616)', 'Frederick_Duncan_(Earth-616)', 'Forge_(Earth-616)', 'Lockheed_(Earth-616)', 'Armando_Muñoz_(Earth-616)', 'Wolfgang_von_Strucker_(Earth-616)', 'Kuan-Yin_Xorn_(Earth-616)', 'Akihiro_(Earth-616)', 'Jubilation_Lee_(Earth-616)', 'Master_Mold_(Earth-616)', 'Nathaniel_Essex_(Earth-616)', 'Jason_Wyngarde_(Earth-616)', 'Rachel_Summers_(Earth-811)', 'Jean_Grey_(Earth-616)', ""S'ym_(Earth-616)"", ""Cal'syee_Neramani_(Earth-616)"", 'Illyana_Rasputina_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Samedar_(Earth-616)', 'Nathan_Summers_(Stryfe)_(Earth-4935)', 'Marvin_Flumm_(Earth-616)', 'Douglas_Ramsey_(Earth-616)', 'Warren_Worthington_III_(Earth-616)', 'Charlie_Cluster-7_(Earth-616)', 'Danielle_Moonstar_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Charles_Xavier_(Earth-616)', 'Namor_McKenzie_(Earth-616)', 'Kierrok_(Earth-616)', 'Warlock_(Technarch)_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Victor_Creed_(Earth-616)', 'Karl_Lykos_(Earth-616)', 'Mitchell_Tanner_(Earth-616)', 'Suzanne_Chan_(Earth-616)', 'Jonas_Graymalkin_(Earth-616)', 'Johann_Shmidt_(Earth-616)', 'Alexander_Summers_(Earth-616)', 'Moira_MacTaggert_(Earth-TRN748)', 'Beyonder_(Earth-616)', 'Henry_McCoy_(Earth-295)', 'Scott_Summers_(Earth-616)']",101,['X-Men'],"['X-Men', 'Illuminati']",[],[]
Perun_(Earth-616),"['Namor_McKenzie_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Chernobog_(Earth-616)', ""T'Challa_(Earth-616)""]",4,[],['Winter Guard'],[],[]
Ororo_Munroe_(Earth-616),"['Shang-Chi_(Earth-616)', 'Impossible_Man_(Earth-616)', 'Frank_Bohannan_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'En_Dwi_Gast_(Earth-616)', 'Zala_Dane_(Earth-616)', 'Onslaught_(Psychic_Entity)_(Earth-616)', 'Ophelia_Sarkissian_(Earth-616)', 'Daisy_Johnson_(Earth-616)', 'Henry_Gyrich_(Earth-616)', 'En_Sabah_Nur_(Earth-616)', 'Belasco_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Shilpa_Khatri_(Earth-616)', 'Sage_(Earth-616)', 'Katherine_Pryde_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Ororo_Munroe_(Earth-616)', 'Medusalith_Amaquelin_(Earth-616)', 'Longshot_(Mojoverse)', 'Megan_Gwynn_(Earth-616)', 'Remy_LeBeau_(Earth-616)', 'Jessica_Drew_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'Nezhno_Abidemi_(Earth-616)', 'Andreas_von_Strucker_(Earth-616)', 'Norman_Osborn_(Earth-616)', ""T'Challa_(Earth-616)"", 'Madelyne_Pryor_(Earth-616)', 'James_Howlett_(Earth-616)', 'Vlad_Dracula_(Earth-616)', 'Shadow_King_(Multiverse)', 'Jean-Paul_Beaubier_(Earth-616)', 'Kevin_Tremain_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Blackagar_Boltagon_(Earth-616)', 'Rogue_(Anna_Marie)_(Earth-616)', 'Elizabeth_Braddock_(Earth-616)', 'Greer_Grant_(Earth-616)', 'Raven_Darkholme_(Earth-616)', 'Emma_Frost_(Earth-616)', 'Sean_Cassidy_(Earth-616)', 'Vision_(Earth-616)', 'Hope_Summers_(Earth-616)', 'Martin_Fletcher_(Earth-616)', 'Ragnarok_(Earth-616)', 'John_Proudstar_(Earth-616)', 'Stephanie_Hunter_(Earth-616)', 'Piotr_Rasputin_(Earth-616)', 'Max_Eisenhardt_(Earth-616)', 'James_Proudstar_(Earth-616)', ""Xi'an_Coy_Manh_(Earth-616)"", 'Terminus_(Destroyer)_(Earth-616)', 'Lucas_Bishop_(Earth-1191)', 'Andrea_von_Strucker_(Earth-616)', 'Phoenix_Force_(Earth-616)', 'Kurt_Wagner_(Earth-616)', 'Samuel_Guthrie_(Earth-616)', 'Frederick_Duncan_(Earth-616)', 'Forge_(Earth-616)', 'Clea_(Earth-616)', 'Noh-Varr_(Earth-200080)', 'Rita_Wayword_(Earth-616)', 'Rachel_Summers_(Earth-811)', 'Jean_Grey_(Earth-616)', ""Cal'syee_Neramani_(Earth-616)"", 'Illyana_Rasputina_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Adversary_(Earth-616)', 'Samedar_(Earth-616)', 'Hepzibah_(Earth-616)', 'Gateway_(Earth-616)', 'Louis_Hamilton_(Earth-616)', 'Candra_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Norrin_Radd_(Earth-616)', 'Charles_Xavier_(Earth-616)', 'Thaddeus_Ross_(Earth-616)', 'Namor_McKenzie_(Earth-616)', 'Laura_Kinney_(Earth-616)', 'Nathaniel_Grey_(Earth-295)', 'Clinton_Barton_(Earth-616)', 'Hisako_Ichiki_(Earth-616)', 'Callisto_(Earth-616)', 'Kevin_Plunder_(Earth-616)', 'Abigail_Brand_(Earth-616)']",88,['X-Men'],"['Avengers', 'X-Men', 'Fantastic Four']",['Fantastic Four'],[]
Carina_Tivan_(Earth-616),"['Odin_Borson_(Earth-616)', 'Simon_Williams_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Jocasta_Pym_(Earth-616)', 'Taneleer_Tivan_(Earth-616)', 'Thanos_(Earth-616)', 'Michael_Korvac_(Earth-691)', 'Thor_Odinson_(Earth-616)', 'Vision_(Earth-616)', 'Janet_Van_Dyne_(Earth-616)', 'Henry_Pym_(Earth-616)', 'Carina_Tivan_(Earth-616)']",12,[],['Elders of the Universe'],[],[]
Thursday_Rubinstein_(Earth-616),"['Jonathan_Storm_(Earth-616)', 'Shang-Chi_(Earth-616)', 'Bullseye_(Lester)_(Earth-616)', 'Ultron_(Earth-616)', 'Aaron_Nicholson_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'Skaar_(Earth-616)', 'James_Howlett_(Earth-616)', 'Victor_von_Doom_(Earth-616)', 'Brunnhilde_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Thursday_Rubinstein_(Earth-616)', 'Forge_(Earth-616)', 'Heather_Douglas_(Earth-616)', 'Tyrone_Johnson_(Earth-616)', 'Janet_Van_Dyne_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Patricia_Walker_(Earth-616)', 'Luke_Cage_(Earth-616)', 'Kyle_Richmond_(Earth-616)', 'Aaron_Stack_(Earth-616)', 'Dibbuk_(Earth-616)']",22,[],[],[],['Defenders']
Arkady_Rossovich_(Earth-616),"['James_Howlett_(Earth-21923)', 'Piotr_Rasputin_(Earth-616)', 'Max_Eisenhardt_(Earth-616)', 'Arkady_Rossovich_(Earth-616)', 'Monet_St._Croix_(Earth-616)', ""Matsu'o_Tsurayaba_(Earth-616)"", 'Nathan_Summers_(Earth-616)', 'James_Howlett_(Earth-616)', 'Chernobog_(Earth-616)', 'Evan_Sabahnur_(Earth-616)', 'Vlad_Dracula_(Earth-616)', 'Alison_Blaire_(Earth-616)', 'Soul_Skinner_(Earth-616)', 'Matthew_Murdock_(Earth-616)', 'Wade_Wilson_(Earth-616)', 'Nathaniel_Grey_(Earth-295)', 'Kurt_Wagner_(Earth-616)', 'Victor_Creed_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Elizabeth_Braddock_(Earth-616)', 'Yuriko_Oyama_(Earth-616)', 'Jubilation_Lee_(Earth-616)', 'Henry_McCoy_(Earth-616)', 'Timothy_Dugan_(Earth-616)', 'Moira_MacTaggert_(Earth-TRN748)', 'Sean_Cassidy_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Illyana_Rasputina_(Earth-616)', 'Jonothon_Starsmore_(Earth-616)', 'Marduk_Kurios_(Earth-616)', 'Marvin_Flumm_(Earth-616)', 'Natalia_Romanova_(Earth-616)']",32,[],['Hand'],[],['X-Men']
Wade_Wilson_(Earth-616),"['Johann_Shmidt_(Clone)_(Earth-616)', 'Inez_Temple_(Earth-616)', 'Frank_Payne_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Wanda_Maximoff_(Earth-616)', 'Victor_von_Doom_(Earth-616)', 'Cul_Borson_(Earth-616)', 'En_Sabah_Nur_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Ashley_Crawford_(Earth-616)', 'Rocket_Raccoon_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Fabian_Cortez_(Earth-616)', 'Remy_LeBeau_(Earth-616)', 'Bullseye_(Lester)_(Earth-616)', 'Neena_Thurman_(Earth-616)', 'Phillip_Coulson_(Earth-616)', 'Paladin_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Nathan_Summers_(Earth-616)', 'James_Howlett_(Earth-616)', 'Alison_Blaire_(Earth-616)', 'Evan_Sabahnur_(Earth-616)', 'Edward_Brock_(Earth-616)', 'Arnim_Zola_(Earth-616)', 'Bob_Dobalina_(Earth-616)', 'Wade_Wilson_(Earth-616)', 'Elsa_Bloodstone_(Earth-616)', 'Anthony_Druid_(Earth-616)', 'Awareness_(Earth-616)', 'Deathlok_Prime_(Earth-10511)', 'Elizabeth_Braddock_(Earth-616)', 'Raven_Darkholme_(Earth-616)', 'Mary_Walker_(Earth-616)', 'Emma_Frost_(Earth-616)', 'Emily_Preston_(Earth-616)', 'Cletus_Kasady_(Earth-616)', 'Aaron_Stack_(Earth-616)', 'Alani_Ryan_(Earth-616)', 'Max_Eisenhardt_(Earth-616)', 'Captain_Universe_(Earth-616)', 'Todd_Arliss_(Earth-616)', 'Last_Son_of_Kraven_(Earth-616)', 'Akihiro_(Earth-616)', 'Nicholas_Fury_(Earth-616)', 'Daniel_Rand_(Earth-616)', 'Jericho_Drumm_(Earth-616)', 'Anthony_Masters_(Earth-616)', 'Katherine_Bishop_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Elektra_Natchios_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Nathan_Summers_(Stryfe)_(Earth-4935)', 'Warren_Worthington_III_(Earth-616)', 'Charlie_Cluster-7_(Earth-616)', 'Egros_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Norrin_Radd_(Earth-616)', 'William_Kaplan_(Earth-616)', 'Colleen_Wing_(Earth-616)', 'Sergei_Kravinoff_(Earth-616)', 'Hubert_Carpenter_(Earth-616)', 'Matthew_Murdock_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Victor_Creed_(Earth-616)', 'James_Buchanan_Barnes_(Earth-616)', 'Frances_Barrison_(Earth-616)', 'Cleavon_Twain_(Earth-616)', 'Morgan_Le_Fay_(Earth-616)', 'Johann_Shmidt_(Earth-616)', 'Beyonder_(Earth-616)', 'Aleksei_Sytsevich_(Earth-616)', 'Natalia_Romanova_(Earth-616)', 'Kevin_Plunder_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Thanos_(Earth-616)', 'Luke_Cage_(Earth-616)', 'Tath_Ki_(Earth-616)', 'Garabed_Bashur_(Earth-616)']",79,[],['Heralds of Galactus'],['X-Men'],"['Thunderbolts', 'Hydra', 'Hand']"
Mother_(Interdimensional_Parasite)_(Earth-TRN287),"['Theodore_Altman_(Earth-616)', 'America_Chavez_(Earth-616)', 'Katherine_Bishop_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Noh-Varr_(Earth-200080)', 'William_Kaplan_(Earth-616)', 'Loki_Laufeyson_(Ikol)_(Earth-616)', 'David_Alleyne_(Earth-616)']",8,[],[],[],['Young Avengers']
Karnilla_(Earth-616),"['Surtur_(Earth-616)', 'Odin_Borson_(Earth-616)', 'Hela_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Cul_Borson_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Jane_Foster_(Earth-616)']",7,[],[],[],['Defenders']
Christopher_Powell_(Earth-616),"['Julia_Carpenter_(Earth-616)', 'Annihilus_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Ultron_(Earth-616)', 'Norrin_Radd_(Earth-616)', 'Jason_Macendale_Jr._(Earth-616)', 'Arcade_(Earth-616)', 'Richard_Rider_(Earth-616)', 'Edward_Brock_(Earth-616)', 'Robert_Rider_(Earth-616)', 'Phoenix_Force_(Earth-616)', 'Michiko_Musashi_(Earth-616)', 'Christopher_Powell_(Earth-616)', 'Blackagar_Boltagon_(Earth-616)', 'Richard_Jones_(Earth-616)', 'Robert_Baldwin_(Earth-616)', 'Julie_Power_(Earth-616)', 'Robert_Reynolds_(Earth-616)', 'Void_(Dark_Sentry)_(Earth-616)', 'Phillip_Urich_(Earth-616)']",20,[],['Avengers'],[],[]
Aragorn_(Earth-616),"['Lunatik_(Tyrk_Fragment)_(Earth-616)', 'Odin_Borson_(Earth-616)', 'Brunnhilde_(Earth-616)', 'Samantha_Parrington_(Earth-616)', 'Dane_Whitman_(Earth-616)']",5,[],['Defenders'],[],[]
Armando_Muñoz_(Earth-616),"['James_Proudstar_(Earth-616)', 'Monet_St._Croix_(Earth-616)', 'Charles_Xavier_(Earth-616)', 'Laura_Kinney_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'Gabriel_Summers_(Earth-616)', 'Rahne_Sinclair_(Earth-616)', 'Nathan_Summers_(Earth-616)', 'Victor_von_Doom_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Lorna_Dane_(Earth-616)', 'Kurt_Wagner_(Earth-616)', 'Julio_Richter_(Earth-616)', 'Guido_Carosella_(Earth-616)', 'Armando_Muñoz_(Earth-616)', 'Hela_(Earth-616)', 'Suzanne_Chan_(Earth-616)', 'Susan_Storm_(Earth-616)', 'Henry_McCoy_(Earth-616)', 'Everett_Thomas_(Earth-616)', ""D'ken_Neramani_(Earth-616)"", 'Alexander_Summers_(Earth-616)', 'Moira_MacTaggert_(Earth-TRN748)', 'Rachel_Summers_(Earth-811)', ""Cal'syee_Neramani_(Earth-616)"", 'Thor_Odinson_(Earth-616)', 'Longshot_(Mojoverse)', 'Hope_Summers_(Earth-616)']",28,[],['X-Men'],[],[]
Simon_Valk_(Earth-616),"['Wolfgang_von_Strucker_(Earth-616)', 'Matthew_Murdock_(Earth-616)']",2,[],['Hydra'],[],[]
Sergei_Kravinoff_(Earth-616),"['Jessica_Drew_(Earth-616)', 'Julia_Carpenter_(Earth-616)', 'Maxwell_Dillon_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Edward_Whelan_(Earth-616)', 'Sergei_Kravinoff_(Earth-616)', 'Doreen_Green_(Earth-616)', 'Eugene_Thompson_(Earth-616)', 'Arcade_(Earth-616)', 'Adrian_Toomes_(Earth-616)', 'Curtis_Connors_(Earth-616)', 'Edward_Brock_(Earth-616)', 'Wade_Wilson_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Otto_Octavius_(Earth-616)', 'Helmut_Zemo_(Earth-616)', 'Victor_Creed_(Earth-616)', 'Alexei_Kravinoff_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Gog_(Tsiln)_(Earth-616)', 'William_Baker_(Earth-616)', 'Greer_Grant_(Earth-616)', 'Last_Son_of_Kraven_(Earth-616)', 'Peter_Petruski_(Earth-616)', 'Frances_Barrison_(Earth-616)', 'Nicholas_Fury_(Earth-616)', 'Norbert_Ebersol_(Earth-616)', 'Kaine_Parker_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Dmitri_Smerdyakov_(Earth-616)', 'Aleksei_Sytsevich_(Earth-616)', 'Anthony_Masters_(Earth-616)', 'Kobik_(Earth-616)', 'Benjamin_Reilly_(Earth-616)', 'Quentin_Beck_(Earth-616)', ""Eric_O'Grady_(LMD)_(Earth-616)""]",37,[],['Sinister Six'],[],[]
Henry_McCoy_(Earth-295),"['Sugar_Man_(Earth-295)', 'Max_Eisenhardt_(Earth-616)', ""Xi'an_Coy_Manh_(Earth-616)"", 'Lucas_Bishop_(Earth-1191)', 'Cassandra_Nova_Xavier_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Charles_Xavier_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Onslaught_(Psychic_Entity)_(Earth-616)', 'Nathan_Summers_(Earth-616)', 'James_Howlett_(Earth-616)', 'Curtis_Connors_(Earth-616)', 'Irma_Cuckoo_(Earth-616)', 'Nathaniel_Grey_(Earth-295)', 'Lorna_Dane_(Earth-616)', 'David_Haller_(Earth-616)', 'Victor_Creed_(Earth-616)', 'Kevin_Tremain_(Earth-616)', 'Marshall_Stone_III_(Earth-616)', 'Forge_(Earth-616)', 'Robert_Drake_(Earth-616)', 'Daisy_Johnson_(Earth-616)', 'Mikhail_Rasputin_(Earth-616)', 'Raven_Darkholme_(Earth-616)', 'Marrow_(Sarah)_(Earth-616)', 'Nemesis_(Earth-295)', 'Henry_McCoy_(Earth-616)', 'Emma_Frost_(Earth-616)', 'Alexander_Summers_(Earth-616)', 'Callisto_(Earth-616)', 'Nathaniel_Essex_(Earth-616)', 'Jean_Grey_(Earth-616)', 'Jeanne-Marie_Beaubier_(Earth-616)', 'Leech_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Illyana_Rasputina_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Ororo_Munroe_(Earth-616)', 'Remy_LeBeau_(Earth-616)', 'Warren_Worthington_III_(Earth-616)']",40,[],['X-Men'],[],['X-Men']
Steel_Collar_(Earth-616),[],0,[],['Hydra'],[],[]
S'ym_(Earth-616),"['Madelyne_Pryor_(Earth-616)', 'Kevin_Plunder_(Earth-616)', 'Belasco_(Earth-616)']",3,[],[],[],['X-Men']
Boris_Vadim_(Earth-616),"['Anthony_Stark_(Earth-616)', 'James_Rhodes_(Earth-616)', 'Thaddeus_Ross_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'Leonard_Samson_(Earth-616)']",5,[],['Winter Guard'],[],[]
Edward_Brock_(Earth-616),"['Jessica_Drew_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Stanley_Carter_(Earth-616)', 'Captain_Universe_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Eugene_Thompson_(Earth-616)', 'Sergei_Kravinoff_(Earth-616)', 'Edward_Brock_(Earth-616)', 'James_Howlett_(Earth-616)', 'Matthew_Murdock_(Earth-616)', 'Bruce_Banner_(Earth-616)', 'Miles_Morales_(Earth-1610)', 'Knull_(Earth-616)', 'Vincente_Fortunato_(Earth-616)', 'Frank_Castle_(Earth-616)', 'Christopher_Powell_(Earth-616)', 'Tyrannosaurus_(Symbiote)_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Devil_Dinosaur_(Earth-78411)', 'William_Baker_(Earth-616)', 'Frances_Barrison_(Earth-616)', ""Jack_O'Lantern_(Crime-Master's)_(Earth-616)"", 'MacDonald_Gargan_(Earth-616)', 'Henry_McCoy_(Earth-616)', 'Johnathon_Blaze_(Earth-616)', 'John_Jonah_Jameson_III_(Earth-616)', 'Simon_Williams_(Earth-616)', 'Jean_Grey_(Earth-616)', 'Cletus_Kasady_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Cain_Marko_(Earth-616)', 'Benjamin_Reilly_(Earth-616)', 'Lunella_Lafayette_(Earth-616)', 'Thor_Odinson_(Earth-616)']",35,[],['Sinister Six'],['Avengers'],[]
Ben_Hammil_(Earth-616),"['Dominikos_Petrakis_(Earth-616)', 'Jonathan_Storm_(Earth-616)', 'James_Proudstar_(Earth-616)', 'Maggott_(Japheth)_(Earth-616)', ""Xi'an_Coy_Manh_(Earth-616)"", 'Warren_Worthington_III_(Earth-616)', 'Charles_Xavier_(Earth-616)', 'Rahne_Sinclair_(Earth-616)', 'James_Howlett_(Earth-616)', 'Hope_Summers_(Earth-616)', 'Nathaniel_Grey_(Earth-295)', 'Ruth_Aldine_(Earth-616)', 'En_Sabah_Nur_(Earth-616)', 'Belasco_(Earth-616)', 'Santo_Vaccarro_(Earth-616)', 'Emma_Frost_(Earth-616)', 'Amara_Aquilla_(Earth-616)', 'Scott_Summers_(Earth-616)', 'Megan_Gwynn_(Earth-616)', 'Alani_Ryan_(Earth-616)', 'Julian_Keller_(Earth-616)']",21,[],['X-Men'],[],['Dark Avengers']
Jessica_Drew_(Earth-616),"['Jessica_Drew_(Earth-616)', 'Julia_Carpenter_(Earth-616)', 'Monica_Rambeau_(Earth-616)', 'Peter_Parker_(Earth-616)', 'Roger_Gocking_(Earth-616)', 'James_Rhodes_(Earth-616)', 'Stanley_Carter_(Earth-616)', 'Jennifer_Walters_(Earth-616)', 'Aldrif_Odinsdottir_(Earth-616)', 'Anya_Corazon_(Earth-616)', 'William_Kaplan_(Earth-616)', 'Jennifer_Takeda_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Carol_Danvers_(Earth-616)', 'Roderick_Kingsley_(Earth-616)', 'James_Howlett_(Earth-616)', 'Veranke_(Earth-616)', 'Jessica_Jones_(Earth-616)', 'Wade_Wilson_(Earth-616)', 'Cul_Borson_(Earth-616)', 'Phoenix_Force_(Earth-616)', 'Otto_Octavius_(Earth-616)', 'Clinton_Barton_(Earth-616)', 'James_Buchanan_Barnes_(Earth-616)', 'Anthony_Stark_(Earth-616)', 'Greer_Grant_(Earth-616)', 'Theodore_Altman_(Earth-616)', 'Nicholas_Fury_(Earth-616)', 'Robert_Baldwin_(Earth-616)', 'Kaine_Parker_(Earth-616)', 'Benjamin_Grimm_(Earth-616)', 'Susan_Storm_(Earth-616)', 'Morgan_Le_Fay_(Earth-616)', 'Parker_Robbins_(Earth-616)', 'Cindy_Moon_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Eric_Brooks_(Earth-616)', 'Beyonder_(Earth-616)', 'Daniel_Rand_(Earth-616)', 'Anthony_Masters_(Earth-616)', 'Otto_Vermis_(Earth-616)', 'Simon_Williams_(Earth-616)', 'Abigail_Brand_(Earth-616)', 'Stephen_Strange_(Earth-616)', 'Luke_Cage_(Earth-616)', 'Patricia_Walker_(Earth-616)', 'Marvin_Flumm_(Earth-616)', 'Natalia_Romanova_(Earth-616)']",48,[],"['Avengers', 'Strategic Homeland Intervention, Enforcement and Logistics Division', 'Hydra']",['X-Men'],[]
Leyu_Yoshida_(Earth-616),"['Max_Eisenhardt_(Earth-616)', 'Sean_Cassidy_(Earth-616)', 'Jean_Grey_(Earth-616)', 'Shingen_Harada_II_(Earth-616)', 'Shiro_Yoshida_(Earth-616)', 'Charles_Xavier_(Earth-616)']",6,[],['X-Men'],[],[]
Emery_Schaub_(Earth-616),"['Frank_Payne_(Earth-616)', 'Steven_Hudak_(Earth-616)', 'Max_Eisenhardt_(Earth-616)', 'Loki_Laufeyson_(Earth-616)', 'Humberto_Lopez_(Earth-616)', 'James_Rhodes_(Earth-616)', 'Jennifer_Takeda_(Earth-616)', 'Arthur_Parks_(Earth-616)', 'Roger_Brokeridge_(Earth-616)', 'Norman_Osborn_(Earth-616)', 'Henry_Pym_(Earth-616)', 'Mother_(Interdimensional_Parasite)_(Earth-TRN287)', 'James_Marks_(Earth-616)', 'Jocasta_Pym_(Earth-616)', 'Ava_Ayala_(Earth-616)', 'Phoenix_Force_(Earth-616)', 'James_Santini_(Earth-616)', 'Greer_Grant_(Earth-616)', 'Blastaar_(Earth-616)', 'Robert_Baldwin_(Earth-616)', 'Klaus_Voorhees_(Earth-616)', 'Parker_Robbins_(Earth-616)', 'Emma_Frost_(Earth-616)', 'Steven_Rogers_(Earth-616)', 'Juston_Seyfert_(Earth-616)', 'Anthony_Masters_(Earth-616)', 'Thor_Odinson_(Earth-616)', 'Ken_Mack_(Earth-616)', 'Calvin_Zabo_(Earth-616)', 'David_Alleyne_(Earth-616)']",30,[],['Avengers'],[],[]
Reflex_(The_Hand)_(Earth-616),['Victor_Creed_(Earth-616)'],1,[],['Hand'],[],[]
